to,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,from
Slovakia,0,0,0,0,0,0,0,,,Saint Kitts and Nevis
Finland,0,0,0,0,0,0,0,0,0,Saint Kitts and Nevis
Sweden,0,0,0,0,0,0,0,5,0,Saint Kitts and Nevis
United Kingdom,0,0,0,0,0,0,0,,,Saint Kitts and Nevis
Belgium,0,0,0,0,0,0,0,0,,Saint Lucia
Bulgaria,0,0,0,0,0,0,0,0,,Saint Lucia
Czech Republic,0,0,0,0,0,0,0,,,Saint Lucia
Denmark,0,0,0,0,0,0,0,,,Saint Lucia
Germany,0,0,0,0,0,0,0,0,,Saint Lucia
Estonia,0,0,0,0,0,0,0,,,Saint Lucia
Ireland,0,0,0,0,0,0,0,,,Saint Lucia
Greece,0,0,0,0,0,0,0,,,Saint Lucia
Spain,0,0,0,0,0,0,,,,Saint Lucia
France,0,0,0,0,0,0,5,,,Saint Lucia
Croatia,0,0,0,0,0,0,0,0,,Saint Lucia
Italy,0,0,0,0,0,0,0,,,Saint Lucia
Cyprus,0,0,0,0,0,0,0,,,Saint Lucia
Latvia,0,0,0,0,0,0,0,,,Saint Lucia
Lithuania,0,0,0,0,0,0,0,0,,Saint Lucia
Luxembourg,0,0,0,0,0,0,0,0,,Saint Lucia
Hungary,0,0,0,0,0,0,0,0,,Saint Lucia
Malta,0,0,0,0,0,0,0,,,Saint Lucia
Netherlands,0,0,0,0,0,0,0,0,,Saint Lucia
Austria,0,0,0,0,0,0,0,,,Saint Lucia
Poland,0,0,0,0,0,0,0,0,0,Saint Lucia
Portugal,0,0,0,0,0,0,0,,,Saint Lucia
Romania,0,0,0,0,0,0,0,,,Saint Lucia
Slovenia,0,0,0,0,0,0,0,0,,Saint Lucia
Slovakia,0,0,0,0,0,0,0,,,Saint Lucia
Finland,0,0,0,0,0,0,0,0,0,Saint Lucia
Sweden,0,0,0,0,0,0,0,0,0,Saint Lucia
United Kingdom,0,0,0,0,0,0,0,,,Saint Lucia
Belgium,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Bulgaria,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Czech Republic,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Denmark,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Germany,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Estonia,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Ireland,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Greece,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Spain,0,0,0,0,0,0,,,,Saint Vincent and the Grenadines
France,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Croatia,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Italy,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Cyprus,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Latvia,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Lithuania,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Luxembourg,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Hungary,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Malta,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Netherlands,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Austria,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Poland,0,0,0,0,0,0,0,0,0,Saint Vincent and the Grenadines
Portugal,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Romania,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Slovenia,0,0,0,0,0,0,0,0,,Saint Vincent and the Grenadines
Slovakia,0,0,0,0,0,0,0,,,Saint Vincent and the Grenadines
Finland,0,0,0,0,0,0,0,0,0,Saint Vincent and the Grenadines
Sweden,0,0,0,0,0,0,0,0,0,Saint Vincent and the Grenadines
United Kingdom,0,0,0,0,0,5,0,,,Saint Vincent and the Grenadines
Belgium,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Bulgaria,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Czech Republic,0,0,0,0,0,0,0,,,Trinidad and Tobago
Denmark,0,0,0,0,0,0,0,,,Trinidad and Tobago
Germany,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Estonia,0,0,0,0,0,0,0,,,Trinidad and Tobago
Ireland,0,0,0,0,0,0,0,,,Trinidad and Tobago
Greece,0,0,0,0,0,0,0,,,Trinidad and Tobago
Spain,0,0,0,0,0,0,,,,Trinidad and Tobago
France,0,0,0,0,0,0,0,,,Trinidad and Tobago
Croatia,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Italy,0,0,0,0,0,0,0,,,Trinidad and Tobago
Cyprus,0,0,0,0,0,0,0,,,Trinidad and Tobago
Latvia,0,0,0,0,0,0,0,,,Trinidad and Tobago
Lithuania,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Luxembourg,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Hungary,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Malta,0,0,0,0,0,0,0,,,Trinidad and Tobago
Netherlands,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Austria,0,0,0,0,0,0,0,,,Trinidad and Tobago
Poland,0,0,0,0,0,0,0,0,0,Trinidad and Tobago
Portugal,0,0,0,0,0,0,0,,,Trinidad and Tobago
Romania,0,0,0,0,0,0,0,,,Trinidad and Tobago
Slovenia,0,0,0,0,0,0,0,0,,Trinidad and Tobago
Slovakia,0,0,0,0,0,0,0,,,Trinidad and Tobago
Finland,0,0,0,0,0,0,0,0,0,Trinidad and Tobago
Sweden,0,0,0,0,0,0,0,0,0,Trinidad and Tobago
United Kingdom,0,0,5,0,0,0,5,,,Trinidad and Tobago
Belgium,0,0,0,0,0,0,0,0,,Belize
Bulgaria,0,0,0,0,0,0,0,0,,Belize
Czech Republic,0,0,0,0,0,0,0,,,Belize
Denmark,0,0,0,0,0,0,0,,,Belize
Germany,0,0,0,0,0,0,0,0,,Belize
Estonia,0,0,0,0,0,0,0,,,Belize
Ireland,0,0,0,0,0,0,0,,,Belize
Greece,0,0,0,0,0,0,0,,,Belize
Spain,0,0,0,0,0,0,,,,Belize
France,0,0,0,0,0,0,0,,,Belize
Croatia,0,0,0,0,0,0,0,0,,Belize
Italy,0,0,0,0,0,0,0,,,Belize
Cyprus,0,0,0,0,0,0,0,,,Belize
Latvia,0,0,0,0,0,0,0,,,Belize
Lithuania,0,0,0,0,0,0,0,0,,Belize
Luxembourg,0,0,0,0,0,0,0,0,,Belize
Hungary,0,0,0,0,0,0,0,0,,Belize
Malta,0,0,0,0,0,0,0,,,Belize
Netherlands,0,0,0,0,0,0,0,0,,Belize
Austria,0,0,0,0,0,0,0,,,Belize
Poland,0,0,0,0,0,0,0,0,0,Belize
Portugal,0,0,0,0,0,0,0,,,Belize
Romania,0,0,0,0,0,0,0,,,Belize
Slovenia,0,0,0,0,0,0,0,0,,Belize
Slovakia,0,0,0,0,0,0,0,,,Belize
Finland,0,0,0,0,0,0,0,0,0,Belize
Sweden,0,0,0,0,0,0,0,0,0,Belize
United Kingdom,0,0,0,0,0,0,0,,,Belize
Belgium,0,0,0,0,0,0,0,0,,Costa Rica
Bulgaria,0,0,0,0,0,0,0,0,,Costa Rica
Czech Republic,0,0,0,0,0,0,0,,,Costa Rica
Denmark,0,0,0,0,0,0,0,,,Costa Rica
Germany,0,0,0,0,0,0,0,0,,Costa Rica
Estonia,0,0,0,0,0,0,0,,,Costa Rica
Ireland,0,0,0,0,0,0,0,,,Costa Rica
Greece,0,0,0,0,0,0,0,,,Costa Rica
Spain,0,0,0,0,0,0,,,,Costa Rica
France,0,0,0,0,0,0,0,,,Costa Rica
Croatia,0,0,0,0,0,0,0,0,,Costa Rica
Italy,0,0,0,0,0,0,0,,,Costa Rica
Cyprus,0,0,0,0,0,0,0,,,Costa Rica
Latvia,0,0,0,0,0,0,0,,,Costa Rica
Lithuania,0,0,0,0,0,0,0,0,,Costa Rica
Luxembourg,0,0,0,0,0,0,0,0,,Costa Rica
Hungary,0,0,0,0,0,0,0,0,,Costa Rica
Malta,0,0,0,0,0,0,0,,,Costa Rica
Netherlands,0,0,0,0,0,0,0,0,,Costa Rica
Austria,0,0,0,0,0,0,0,,,Costa Rica
Poland,0,0,0,0,0,0,0,0,0,Costa Rica
Portugal,0,0,0,0,0,0,0,,,Costa Rica
Romania,0,0,0,0,0,0,0,,,Costa Rica
Slovenia,0,0,0,0,0,0,0,0,,Costa Rica
Slovakia,0,0,0,0,0,0,0,,,Costa Rica
Finland,0,0,0,0,0,0,0,0,0,Costa Rica
Sweden,0,0,0,0,0,0,0,0,0,Costa Rica
United Kingdom,0,0,0,0,0,0,0,,,Costa Rica
Belgium,0,0,5,0,0,5,5,5,,El Salvador
Bulgaria,0,0,0,0,0,0,0,0,,El Salvador
Czech Republic,0,0,0,0,0,0,0,,,El Salvador
Denmark,0,0,0,0,0,5,0,,,El Salvador
Germany,0,0,0,0,0,0,0,0,,El Salvador
Estonia,0,0,0,0,0,0,0,,,El Salvador
Ireland,0,0,0,0,0,0,0,,,El Salvador
Greece,0,0,0,0,0,0,0,,,El Salvador
Spain,0,5,0,10,5,15,,,,El Salvador
France,0,0,0,10,0,0,0,,,El Salvador
Croatia,0,0,0,0,0,0,0,0,,El Salvador
Italy,10,10,10,10,15,15,20,,,El Salvador
Cyprus,0,0,0,0,0,0,0,,,El Salvador
Latvia,0,0,0,0,0,0,0,,,El Salvador
Lithuania,0,0,0,0,0,0,0,0,,El Salvador
Luxembourg,0,0,0,0,0,0,0,0,,El Salvador
Hungary,0,0,0,0,0,0,0,0,,El Salvador
Malta,0,0,0,0,0,0,0,,,El Salvador
Netherlands,0,0,0,0,0,0,0,0,,El Salvador
Austria,0,0,0,0,0,0,0,,,El Salvador
Poland,0,0,0,0,0,0,0,0,0,El Salvador
Portugal,0,0,0,0,0,0,0,,,El Salvador
Romania,0,0,0,0,0,0,0,,,El Salvador
Slovenia,0,0,0,0,0,0,0,0,,El Salvador
Slovakia,0,0,0,0,0,0,0,,,El Salvador
Finland,0,0,0,0,0,5,0,0,0,El Salvador
Sweden,10,15,15,15,5,15,15,15,5,El Salvador
United Kingdom,0,5,0,0,0,0,0,,,El Salvador
Belgium,0,0,0,0,0,0,0,0,,Guatemala
Bulgaria,0,0,0,0,0,0,0,0,,Guatemala
Czech Republic,0,0,0,0,0,0,0,,,Guatemala
Denmark,0,0,0,0,0,0,0,,,Guatemala
Germany,0,0,0,0,0,0,0,0,,Guatemala
Estonia,0,0,0,0,0,0,0,,,Guatemala
Ireland,0,0,0,0,0,0,0,,,Guatemala
Greece,0,0,0,0,0,0,0,,,Guatemala
Spain,0,0,0,0,0,0,,,,Guatemala
France,0,0,0,0,0,0,0,,,Guatemala
Croatia,0,0,0,0,0,0,0,0,,Guatemala
Italy,0,0,0,0,0,0,0,,,Guatemala
Cyprus,0,0,0,0,0,0,0,,,Guatemala
Latvia,0,0,0,0,0,0,0,,,Guatemala
Lithuania,0,0,0,0,0,0,0,0,,Guatemala
Luxembourg,0,0,0,0,0,0,0,0,,Guatemala
Hungary,0,0,0,0,0,0,0,0,,Guatemala
Malta,0,0,0,0,0,0,0,,,Guatemala
Netherlands,0,0,0,0,0,0,0,0,,Guatemala
Austria,0,0,0,0,0,0,0,,,Guatemala
Poland,0,0,0,0,0,0,0,0,0,Guatemala
Portugal,0,0,0,0,0,0,0,,,Guatemala
Romania,0,0,0,0,0,0,0,,,Guatemala
Slovenia,0,0,0,0,0,0,0,0,,Guatemala
Slovakia,0,0,0,0,0,0,0,,,Guatemala
Finland,0,0,0,0,0,0,0,0,0,Guatemala
Sweden,0,0,0,0,0,0,0,0,0,Guatemala
United Kingdom,0,0,0,5,0,0,0,,,Guatemala
Belgium,0,0,0,0,0,0,0,0,,Honduras
Bulgaria,0,0,0,0,0,0,0,0,,Honduras
Czech Republic,0,0,0,0,0,0,0,,,Honduras
Denmark,0,0,0,0,0,0,0,,,Honduras
Germany,0,0,0,5,0,0,5,0,,Honduras
Estonia,0,0,0,0,0,0,0,,,Honduras
Ireland,0,0,0,0,0,0,0,,,Honduras
Greece,0,0,0,0,0,0,0,,,Honduras
Spain,10,15,10,5,10,15,,,,Honduras
France,0,0,0,0,0,5,5,,,Honduras
Croatia,0,0,0,0,0,0,0,0,,Honduras
Italy,5,5,0,0,0,0,0,,,Honduras
Cyprus,0,0,0,0,0,0,0,,,Honduras
Latvia,0,0,0,0,0,0,0,,,Honduras
Lithuania,0,0,0,0,0,0,0,0,,Honduras
Luxembourg,0,0,0,0,0,0,0,0,,Honduras
Hungary,0,0,0,0,0,0,0,0,,Honduras
Malta,0,0,0,0,0,0,0,,,Honduras
Netherlands,0,0,5,0,0,5,0,0,,Honduras
Austria,0,0,0,0,0,0,0,,,Honduras
Poland,0,0,0,0,0,0,0,0,0,Honduras
Portugal,0,0,0,0,0,0,0,,,Honduras
Romania,0,0,0,0,0,0,0,,,Honduras
Slovenia,0,0,0,0,0,0,0,0,,Honduras
Slovakia,0,0,0,0,0,0,0,,,Honduras
Finland,0,0,0,0,5,0,0,0,0,Honduras
Sweden,0,0,0,0,0,5,0,0,0,Honduras
United Kingdom,0,0,0,0,0,0,0,,,Honduras
Belgium,0,0,0,0,0,0,0,5,,Mexico
Bulgaria,0,0,0,0,0,0,0,0,,Mexico
Czech Republic,0,0,0,0,0,0,0,,,Mexico
Denmark,0,0,0,0,0,0,0,,,Mexico
Germany,0,0,0,0,5,0,0,0,,Mexico
Estonia,0,0,0,0,0,0,0,,,Mexico
Ireland,0,0,0,0,0,0,0,,,Mexico
Greece,0,0,0,0,0,0,0,,,Mexico
Spain,5,0,0,5,0,0,,,,Mexico
France,0,0,0,0,0,5,0,,,Mexico
Croatia,0,0,0,0,0,0,0,0,,Mexico
Italy,0,0,0,0,0,0,0,,,Mexico
Cyprus,0,0,0,0,0,0,0,,,Mexico
Latvia,0,0,0,0,0,0,0,,,Mexico
Lithuania,0,0,0,0,0,0,0,0,,Mexico
Luxembourg,0,0,0,0,0,0,0,0,,Mexico
Hungary,0,0,0,0,0,0,0,0,,Mexico
Malta,0,0,0,0,0,0,0,,,Mexico
Netherlands,0,0,0,0,0,0,0,0,,Mexico
Austria,0,0,0,0,0,0,0,,,Mexico
Poland,0,0,0,0,0,0,0,0,0,Mexico
Portugal,0,0,0,0,0,0,0,,,Mexico
Romania,0,0,0,0,0,0,0,,,Mexico
Slovenia,0,0,0,0,0,0,0,0,,Mexico
Slovakia,0,0,0,0,0,0,0,,,Mexico
Finland,0,0,0,0,0,0,0,0,5,Mexico
Sweden,0,0,0,0,0,0,0,0,0,Mexico
United Kingdom,0,5,0,0,0,5,5,,,Mexico
Belgium,0,0,0,0,0,0,0,0,,Nicaragua
Bulgaria,0,0,0,0,0,0,0,0,,Nicaragua
Czech Republic,0,0,0,0,0,0,0,,,Nicaragua
Denmark,0,0,0,0,0,0,0,,,Nicaragua
Germany,0,0,0,0,0,0,0,0,,Nicaragua
Estonia,0,0,0,0,0,0,0,,,Nicaragua
Ireland,0,0,0,0,0,0,0,,,Nicaragua
Greece,0,0,0,0,0,0,0,,,Nicaragua
Spain,0,0,0,0,0,0,,,,Nicaragua
France,0,0,0,0,0,0,0,,,Nicaragua
Croatia,0,0,0,0,0,0,0,0,,Nicaragua
Italy,0,0,0,0,0,0,0,,,Nicaragua
Cyprus,0,0,0,0,0,0,0,,,Nicaragua
Latvia,0,0,0,0,0,0,0,,,Nicaragua
Lithuania,0,0,0,0,0,0,0,0,,Nicaragua
Luxembourg,0,0,0,0,0,0,0,0,,Nicaragua
Hungary,0,0,0,0,0,0,0,0,,Nicaragua
Malta,0,0,0,0,0,0,0,,,Nicaragua
Netherlands,0,0,0,0,0,0,0,0,,Nicaragua
Austria,0,0,0,0,0,0,0,,,Nicaragua
Poland,0,0,0,0,0,0,0,0,0,Nicaragua
Portugal,0,0,0,0,0,0,0,,,Nicaragua
Romania,0,0,0,0,0,0,0,,,Nicaragua
Slovenia,0,0,0,0,0,0,0,0,,Nicaragua
Slovakia,0,0,0,0,0,0,0,,,Nicaragua
Finland,0,0,0,0,0,0,0,0,0,Nicaragua
Sweden,0,0,0,0,0,0,0,0,5,Nicaragua
United Kingdom,0,0,0,0,0,0,0,,,Nicaragua
Belgium,0,0,0,0,0,0,0,0,,Panama
Bulgaria,0,0,0,0,0,0,0,0,,Panama
Czech Republic,0,0,0,0,0,0,0,,,Panama
Denmark,0,0,0,0,0,0,0,,,Panama
Germany,0,0,0,0,0,0,0,0,,Panama
Estonia,0,0,0,0,0,0,0,,,Panama
Ireland,0,0,0,0,0,0,0,,,Panama
Greece,0,0,0,0,0,0,0,,,Panama
Spain,0,0,0,0,0,0,,,,Panama
France,0,0,0,0,0,0,0,,,Panama
Croatia,0,0,0,0,0,0,0,0,,Panama
Italy,0,0,0,0,0,0,0,,,Panama
Cyprus,0,0,0,0,0,0,0,,,Panama
Latvia,0,0,0,0,0,0,0,,,Panama
Lithuania,0,0,0,0,0,0,0,0,,Panama
Luxembourg,0,0,0,0,0,0,0,0,,Panama
Hungary,0,0,0,0,0,0,0,0,,Panama
Malta,0,0,0,0,0,0,0,,,Panama
Netherlands,0,0,0,0,0,0,0,0,,Panama
Austria,0,0,0,0,0,0,0,,,Panama
Poland,0,0,0,0,0,0,0,0,0,Panama
Portugal,0,0,0,0,0,0,0,,,Panama
Romania,0,0,0,0,0,0,0,,,Panama
Slovenia,0,0,0,0,0,0,0,0,,Panama
Slovakia,0,0,0,0,0,0,0,,,Panama
Finland,0,0,0,0,0,0,0,0,0,Panama
Sweden,0,0,0,0,0,0,0,0,0,Panama
United Kingdom,0,0,0,0,0,0,0,,,Panama
Belgium,0,0,0,0,0,0,0,0,,Argentina
Bulgaria,0,0,0,0,0,0,0,0,,Argentina
Czech Republic,0,0,0,0,0,0,0,,,Argentina
Denmark,0,0,0,0,0,0,0,,,Argentina
Germany,0,0,0,0,0,0,0,0,,Argentina
Estonia,0,0,0,0,0,0,0,,,Argentina
Ireland,0,0,0,0,0,0,0,,,Argentina
Greece,0,0,0,0,0,0,0,,,Argentina
Spain,0,0,0,0,0,0,,,,Argentina
France,0,0,0,0,0,0,0,,,Argentina
Croatia,0,0,0,0,0,0,0,0,,Argentina
Italy,0,0,0,0,0,0,0,,,Argentina
Cyprus,0,0,0,0,0,0,0,,,Argentina
Latvia,0,0,0,0,0,0,0,,,Argentina
Lithuania,0,0,0,0,0,0,0,0,,Argentina
Luxembourg,0,0,0,0,0,0,0,0,,Argentina
Hungary,0,0,0,0,0,0,0,0,,Argentina
Malta,0,0,0,0,0,0,0,,,Argentina
Netherlands,0,0,0,0,0,0,0,0,,Argentina
Austria,0,0,0,0,0,0,0,,,Argentina
Poland,0,0,0,0,0,0,0,0,0,Argentina
Portugal,0,0,0,0,0,0,0,,,Argentina
Romania,0,0,0,0,0,0,0,,,Argentina
Slovenia,0,0,0,0,0,0,0,0,,Argentina
Slovakia,0,0,0,0,0,0,0,,,Argentina
Finland,0,0,0,0,0,0,0,0,0,Argentina
Sweden,0,0,0,0,0,0,0,0,0,Argentina
United Kingdom,0,0,0,0,0,0,0,,,Argentina
Belgium,0,0,0,0,0,0,0,0,,Bolivia
Bulgaria,0,0,0,0,0,0,0,0,,Bolivia
Czech Republic,0,0,0,0,0,0,0,,,Bolivia
Denmark,0,0,0,0,0,0,0,,,Bolivia
Germany,0,0,0,0,0,0,0,0,,Bolivia
Estonia,0,0,0,0,0,0,0,,,Bolivia
Ireland,0,0,0,0,0,0,0,,,Bolivia
Greece,0,0,0,0,0,0,0,,,Bolivia
Spain,0,5,0,5,0,0,,,,Bolivia
France,0,0,0,0,0,0,0,,,Bolivia
Croatia,0,0,0,0,0,0,0,0,,Bolivia
Italy,0,0,0,0,0,0,0,,,Bolivia
Cyprus,0,0,0,0,0,0,0,,,Bolivia
Latvia,0,0,0,0,0,0,0,,,Bolivia
Lithuania,0,0,0,0,0,0,0,0,,Bolivia
Luxembourg,0,0,0,0,0,0,0,0,,Bolivia
Hungary,0,0,0,0,0,0,0,0,,Bolivia
Malta,0,0,0,0,0,0,0,,,Bolivia
Netherlands,0,0,0,0,0,0,0,0,,Bolivia
Austria,0,0,0,0,0,0,0,,,Bolivia
Poland,0,0,0,0,0,0,0,0,0,Bolivia
Portugal,0,0,0,0,0,0,0,,,Bolivia
Romania,0,0,0,0,0,0,0,,,Bolivia
Slovenia,0,0,0,0,0,0,0,0,,Bolivia
Slovakia,0,0,0,0,0,0,0,,,Bolivia
Finland,0,0,0,0,0,0,0,0,0,Bolivia
Sweden,0,0,5,0,5,5,0,5,0,Bolivia
United Kingdom,0,10,0,0,0,5,0,,,Bolivia
Belgium,0,0,0,0,0,0,0,0,,Brazil
Bulgaria,0,0,0,0,0,0,0,0,,Brazil
Czech Republic,0,0,0,0,0,0,0,,,Brazil
Denmark,0,0,0,0,0,0,0,,,Brazil
Germany,0,0,0,0,0,0,0,5,,Brazil
Estonia,0,0,0,0,0,0,0,,,Brazil
Ireland,0,0,0,0,0,0,0,,,Brazil
Greece,0,0,0,0,0,0,0,,,Brazil
Spain,0,0,0,0,0,0,,,,Brazil
France,0,0,0,0,0,0,0,,,Brazil
Croatia,0,0,0,0,0,0,0,0,,Brazil
Italy,0,0,0,5,0,0,0,,,Brazil
Cyprus,0,0,0,0,0,0,0,,,Brazil
Latvia,0,0,0,0,0,0,0,,,Brazil
Lithuania,0,0,0,0,0,0,0,0,,Brazil
Luxembourg,0,0,0,0,0,0,0,0,,Brazil
Hungary,0,0,0,0,0,0,0,0,,Brazil
Malta,0,0,0,0,0,0,0,,,Brazil
Netherlands,0,5,0,0,0,0,0,0,,Brazil
Austria,0,0,0,0,0,0,0,,,Brazil
Poland,0,0,0,0,0,0,0,0,0,Brazil
Portugal,0,0,0,0,0,0,0,,,Brazil
Romania,0,0,0,0,0,0,0,,,Brazil
Slovenia,0,0,0,0,0,0,0,0,,Brazil
Slovakia,0,0,0,0,0,0,0,,,Brazil
Finland,0,0,0,0,0,0,0,0,0,Brazil
Sweden,0,0,0,0,5,0,0,0,0,Brazil
United Kingdom,0,0,0,0,5,0,5,,,Brazil
Belgium,0,0,0,0,0,0,0,0,,Chile
Bulgaria,0,0,0,0,0,0,0,0,,Chile
Czech Republic,0,0,0,0,0,0,0,,,Chile
Denmark,0,0,0,0,0,0,0,,,Chile
Germany,0,0,0,0,0,0,0,0,,Chile
Estonia,0,0,0,0,0,0,0,,,Chile
Ireland,0,0,0,0,0,0,0,,,Chile
Greece,0,0,0,0,0,0,0,,,Chile
Spain,0,0,0,0,0,0,,,,Chile
France,0,0,0,0,0,0,0,,,Chile
Croatia,0,0,0,0,0,0,0,0,,Chile
Italy,0,0,0,0,0,0,0,,,Chile
Cyprus,0,0,0,0,0,0,0,,,Chile
Latvia,0,0,0,0,0,0,0,,,Chile
Lithuania,0,0,0,0,0,0,0,0,,Chile
Luxembourg,0,0,0,0,0,0,0,0,,Chile
Hungary,0,0,0,0,0,0,0,0,,Chile
Malta,0,0,0,0,0,0,0,,,Chile
Netherlands,0,0,0,0,0,0,0,0,,Chile
Austria,0,0,0,0,0,0,0,,,Chile
Poland,0,0,0,0,0,0,0,0,0,Chile
Portugal,0,0,0,0,0,0,0,,,Chile
Romania,0,0,0,0,0,0,0,,,Chile
Slovenia,0,0,0,0,0,0,0,0,,Chile
Slovakia,0,0,0,0,0,0,0,,,Chile
Finland,0,0,0,0,0,0,0,0,0,Chile
Sweden,0,0,0,0,0,0,5,5,0,Chile
United Kingdom,0,0,0,0,0,0,0,,,Chile
Belgium,0,0,5,0,0,0,0,0,,Colombia
Bulgaria,0,0,0,0,0,0,0,0,,Colombia
Czech Republic,0,0,0,0,0,0,0,,,Colombia
Denmark,0,0,0,0,0,0,0,,,Colombia
Germany,0,0,0,0,0,0,0,0,,Colombia
Estonia,0,0,0,0,0,0,0,,,Colombia
Ireland,0,0,0,0,0,0,0,,,Colombia
Greece,0,0,0,0,0,0,0,,,Colombia
Spain,5,0,5,5,15,15,,,,Colombia
France,5,0,5,15,0,5,10,,,Colombia
Croatia,0,0,0,0,0,0,0,0,,Colombia
Italy,5,0,5,10,5,5,0,,,Colombia
Cyprus,0,0,0,0,0,0,0,,,Colombia
Latvia,0,0,0,0,0,0,0,,,Colombia
Lithuania,0,0,0,0,0,0,0,0,,Colombia
Luxembourg,0,0,0,0,0,0,0,0,,Colombia
Hungary,0,0,0,0,0,0,0,0,,Colombia
Malta,0,0,0,0,0,0,0,,,Colombia
Netherlands,0,0,0,0,0,0,0,0,,Colombia
Austria,0,0,0,0,0,0,0,,,Colombia
Poland,0,0,0,0,0,0,0,0,0,Colombia
Portugal,0,0,0,0,0,0,0,,,Colombia
Romania,0,0,0,0,0,0,0,,,Colombia
Slovenia,0,0,0,0,0,0,0,0,,Colombia
Slovakia,0,0,0,0,0,0,0,,,Colombia
Finland,0,0,0,0,0,0,0,0,0,Colombia
Sweden,5,0,0,5,0,0,5,0,0,Colombia
United Kingdom,0,0,5,0,0,0,0,,,Colombia
Belgium,0,0,0,0,0,0,0,0,,Ecuador
Bulgaria,0,0,0,0,0,0,0,0,,Ecuador
Czech Republic,0,0,0,0,0,0,0,,,Ecuador
Denmark,0,0,0,0,0,0,0,,,Ecuador
Germany,0,0,0,0,0,0,0,0,,Ecuador
Estonia,0,0,0,0,0,0,0,,,Ecuador
Ireland,0,0,0,0,0,0,0,,,Ecuador
Greece,0,0,0,0,0,0,0,,,Ecuador
Spain,0,5,0,0,0,0,,,,Ecuador
France,0,0,0,0,0,0,0,,,Ecuador
Croatia,0,0,0,0,0,0,0,0,,Ecuador
Italy,0,0,0,5,0,0,0,,,Ecuador
Cyprus,0,0,0,0,0,0,0,,,Ecuador
Latvia,0,0,0,0,0,0,0,,,Ecuador
Lithuania,0,0,0,0,0,0,0,0,,Ecuador
Luxembourg,0,0,0,0,0,0,0,0,,Ecuador
Hungary,0,0,0,0,0,0,0,0,,Ecuador
Malta,0,0,0,0,0,0,0,,,Ecuador
Netherlands,0,0,0,0,0,0,0,0,,Ecuador
Austria,0,0,0,0,0,0,0,,,Ecuador
Poland,0,0,0,0,0,0,0,0,0,Ecuador
Portugal,0,0,0,0,0,0,0,,,Ecuador
Romania,0,0,0,0,0,0,0,,,Ecuador
Slovenia,0,0,0,0,0,0,0,0,,Ecuador
Slovakia,0,0,0,0,0,0,0,,,Ecuador
Finland,0,0,0,0,0,0,0,0,0,Ecuador
Sweden,0,0,0,0,0,0,0,0,0,Ecuador
United Kingdom,0,0,0,0,0,0,0,,,Ecuador
Belgium,0,0,0,0,0,0,0,0,,Guyana
Bulgaria,0,0,0,0,0,0,0,0,,Guyana
Czech Republic,0,0,0,0,0,0,0,,,Guyana
Denmark,0,0,0,0,0,0,0,,,Guyana
Germany,0,0,0,0,0,0,0,0,,Guyana
Estonia,0,0,0,0,0,0,0,,,Guyana
Ireland,0,0,0,0,0,0,0,,,Guyana
Greece,0,0,0,0,0,0,0,,,Guyana
Spain,0,0,0,0,0,0,,,,Guyana
France,0,5,5,5,0,5,0,,,Guyana
Croatia,0,0,0,0,0,0,0,0,,Guyana
Italy,0,0,0,0,0,0,0,,,Guyana
Cyprus,0,0,0,0,0,0,0,,,Guyana
Latvia,0,0,0,0,0,0,0,,,Guyana
Lithuania,0,0,0,0,0,0,0,0,,Guyana
Luxembourg,0,0,0,0,0,0,0,0,,Guyana
Hungary,0,0,0,0,0,0,0,0,,Guyana
Malta,0,0,0,0,0,0,0,,,Guyana
Netherlands,0,0,0,0,0,0,0,0,,Guyana
